state,city,min_lat,max_lat,min_long,max_long
RI,SAUNDERSTOWN,41.4942,41.8403,-71.7197,-71.3617
RI,WEST GREENWICH,41.4942,41.8403,-71.7197,-71.3617
SC,ISLANDTON,32.791,34.9556,-82.4146,-79.657
SC,AWENDAW,32.791,34.9556,-82.4146,-79.657
SC,CHARLESTON,32.791,34.9556,-82.4146,-79.657
SC,SPARTANBURG,32.791,34.9556,-82.4146,-79.657
SC,TRENTON,32.791,34.9556,-82.4146,-79.657
SC,FLORENCE,32.791,34.9556,-82.4146,-79.657
SD,ABERDEEN,42.75152,45.468597,-103.27377,-96.70077
SD,RAPID CITY,42.75152,45.468597,-103.27377,-96.70077
SD,PIERRE,42.75152,45.468597,-103.27377,-96.70077
SD,BROOKINGS,42.75152,45.468597,-103.27377,-96.70077
SD,SIOUX FALLS,42.75152,45.468597,-103.27377,-96.70077
SD,ELK POINT,42.75152,45.468597,-103.27377,-96.70077
SD,WATERTOWN,42.75152,45.468597,-103.27377,-96.70077
TN,KNOXVILLE,35.0508,36.611412,-89.85022,-82.5217
TN,CLARKSVILLE,35.0508,36.611412,-89.85022,-82.5217
TN,COOKEVILLE,35.0508,36.611412,-89.85022,-82.5217
TN,DYERSBURG,35.0508,36.611412,-89.85022,-82.5217
TN,HARRIMAN,35.0508,36.611412,-89.85022,-82.5217
TN,HENDERSONVILLE,35.0508,36.611412,-89.85022,-82.5217
TN,KINGSPORT,35.0508,36.611412,-89.85022,-82.5217
TN,LORETTO,35.0508,36.611412,-89.85022,-82.5217
TN,NASHVILLE,35.0508,36.611412,-89.85022,-82.5217
TN,TALLASSEE,35.0508,36.611412,-89.85022,-82.5217
TN,LOUDON,35.0508,36.611412,-89.85022,-82.5217
TN,MARYVILLE,35.0508,36.611412,-89.85022,-82.5217
TN,CHATTANOOGA,35.0508,36.611412,-89.85022,-82.5217
TN,MEMPHIS,35.0508,36.611412,-89.85022,-82.5217
TX,AMARILLO,25.8925,35.2006,-106.501114,-93.8731
TX,ARLINGTON,25.8925,35.2006,-106.501114,-93.8731
TX,EL PASO,25.8925,35.2006,-106.501114,-93.8731
TX,LEANDER,25.8925,35.2006,-106.501114,-93.8731
TX,AUSTIN,25.8925,35.2006,-106.501114,-93.8731
TX,BAYTOWN,25.8925,35.2006,-106.501114,-93.8731
TX,BROWNSVILLE,25.8925,35.2006,-106.501114,-93.8731
TX,SAN ANTONIO,25.8925,35.2006,-106.501114,-93.8731
TX,HOUSTON,25.8925,35.2006,-106.501114,-93.8731
TX,CONROE,25.8925,35.2006,-106.501114,-93.8731
TX,CORPUS CHRISTI,25.8925,35.2006,-106.501114,-93.8731
TX,DENTON,25.8925,35.2006,-106.501114,-93.8731
TX,FAYETTEVILLE,25.8925,35.2006,-106.501114,-93.8731
TX,GALVESTON,25.8925,35.2006,-106.501114,-93.8731
TX,HAMSHIRE,25.8925,35.2006,-106.501114,-93.8731
TX,FORT WORTH,25.8925,35.2006,-106.501114,-93.8731
TX,SOUTH PADRE ISLAND,25.8925,35.2006,-106.501114,-93.8731
TX,ITALY,25.8925,35.2006,-106.501114,-93.8731
TX,KAUFMAN,25.8925,35.2006,-106.501114,-93.8731
TX,KINGWOOD,25.8925,35.2006,-106.501114,-93.8731
TX,LUBBOCK,25.8925,35.2006,-106.501114,-93.8731
TX,MIDLOTHIAN,25.8925,35.2006,-106.501114,-93.8731
TX,MISSION,25.8925,35.2006,-106.501114,-93.8731
TX,ODESSA,25.8925,35.2006,-106.501114,-93.8731
TX,SEABROOK,25.8925,35.2006,-106.501114,-93.8731
TX,SELMA,25.8925,35.2006,-106.501114,-93.8731
TX,ORANGE,25.8925,35.2006,-106.501114,-93.8731
