state,city,min_lat,max_lat,min_long,max_long
TX,SOCORRO,25.8925,35.2006,-106.501114,-93.8731
TX,TEXARKANA,25.8925,35.2006,-106.501114,-93.8731
TX,PORT ARTHUR,25.8925,35.2006,-106.501114,-93.8731
UT,BRIGHAM CITY,37.179,41.84277700000001,-113.3052,-109.56083
UT,MIDVALE,37.179,41.84277700000001,-113.3052,-109.56083
UT,ENOCH,37.179,41.84277700000001,-113.3052,-109.56083
UT,ERDA,37.179,41.84277700000001,-113.3052,-109.56083
UT,SALT LAKE CITY,37.179,41.84277700000001,-113.3052,-109.56083
UT,HERRIMAN,37.179,41.84277700000001,-113.3052,-109.56083
UT,HURRICANE,37.179,41.84277700000001,-113.3052,-109.56083
UT,LINDON,37.179,41.84277700000001,-113.3052,-109.56083
UT,MAGNA,37.179,41.84277700000001,-113.3052,-109.56083
UT,PROVO,37.179,41.84277700000001,-113.3052,-109.56083
UT,MURRAY,37.179,41.84277700000001,-113.3052,-109.56083
UT,OGDEN,37.179,41.84277700000001,-113.3052,-109.56083
UT,ROOSEVELT,37.179,41.84277700000001,-113.3052,-109.56083
UT,SMITHFIELD,37.179,41.84277700000001,-113.3052,-109.56083
UT,SPANISH FORK,37.179,41.84277700000001,-113.3052,-109.56083
UT,TOOELE,37.179,41.84277700000001,-113.3052,-109.56083
UT,VERNAL,37.179,41.84277700000001,-113.3052,-109.56083
VA,CHARLOTTESVILLE,37.2856,38.7717,-79.8842,-77.1089
VA,VINTON,37.2856,38.7717,-79.8842,-77.1089
VA,ALEXANDRIA,37.2856,38.7717,-79.8842,-77.1089
VA,RICHMOND,37.2856,38.7717,-79.8842,-77.1089
VT,BENNINGTON,42.8875,44.52839,-73.2497,-72.86896999999998
VT,BURLINGTON,42.8875,44.52839,-73.2497,-72.86896999999998
VT,RUTLAND,42.8875,44.52839,-73.2497,-72.86896999999998
VT,UNDERHILL,42.8875,44.52839,-73.2497,-72.86896999999998
WA,AIRWAY HEIGHTS,45.64336,48.9507,-124.61005,-117.04909
WA,ANACORTES,45.64336,48.9507,-124.61005,-117.04909
WA,BELLINGHAM,45.64336,48.9507,-124.61005,-117.04909
WA,BREMERTON,45.64336,48.9507,-124.61005,-117.04909
WA,BREWSTER,45.64336,48.9507,-124.61005,-117.04909
WA,CHEHALIS,45.64336,48.9507,-124.61005,-117.04909
WA,CHELAN,45.64336,48.9507,-124.61005,-117.04909
WA,CLARKSTON,45.64336,48.9507,-124.61005,-117.04909
WA,CLE ELUM,45.64336,48.9507,-124.61005,-117.04909
WA,COLBERT,45.64336,48.9507,-124.61005,-117.04909
WA,COLVILLE,45.64336,48.9507,-124.61005,-117.04909
WA,CUSTER,45.64336,48.9507,-124.61005,-117.04909
WA,DARRINGTON,45.64336,48.9507,-124.61005,-117.04909
WA,ELLENSBURG,45.64336,48.9507,-124.61005,-117.04909
WA,KENNEWICK,45.64336,48.9507,-124.61005,-117.04909
WA,KENT,45.64336,48.9507,-124.61005,-117.04909
WA,LACEY,45.64336,48.9507,-124.61005,-117.04909
WA,LACROSSE,45.64336,48.9507,-124.61005,-117.04909
WA,LEAVENWORTH,45.64336,48.9507,-124.61005,-117.04909
WA,LIBERTY LAKE,45.64336,48.9507,-124.61005,-117.04909
WA,LONGVIEW,45.64336,48.9507,-124.61005,-117.04909
WA,LYNNWOOD,45.64336,48.9507,-124.61005,-117.04909
WA,MAPLE FALLS,45.64336,48.9507,-124.61005,-117.04909
WA,MARYSVILLE,45.64336,48.9507,-124.61005,-117.04909
WA,POMEROY,45.64336,48.9507,-124.61005,-117.04909
WA,WHITE SALMON,45.64336,48.9507,-124.61005,-117.04909
WA,NEWPORT,45.64336,48.9507,-124.61005,-117.04909
WA,MOSES LAKE,45.64336,48.9507,-124.61005,-117.04909
WA,MT VERNON,45.64336,48.9507,-124.61005,-117.04909
WA,OKANOGAN,45.64336,48.9507,-124.61005,-117.04909
WA,NEAH BAY,45.64336,48.9507,-124.61005,-117.04909
WA,NESPELEM,45.64336,48.9507,-124.61005,-117.04909
WA,NORTH BEND,45.64336,48.9507,-124.61005,-117.04909
WA,OAK HARBOR,45.64336,48.9507,-124.61005,-117.04909
WA,OMAK,45.64336,48.9507,-124.61005,-117.04909
WA,PORT ANGELES,45.64336,48.9507,-124.61005,-117.04909
WA,PORT TOWNSEND,45.64336,48.9507,-124.61005,-117.04909
WA,PULLMAN,45.64336,48.9507,-124.61005,-117.04909
WA,SOUTH HILL,45.64336,48.9507,-124.61005,-117.04909
WA,RAYMOND,45.64336,48.9507,-124.61005,-117.04909
WA,RITZVILLE,45.64336,48.9507,-124.61005,-117.04909
WA,ROSALIA,45.64336,48.9507,-124.61005,-117.04909
WA,SEATTLE,45.64336,48.9507,-124.61005,-117.04909
WA,SHELTON,45.64336,48.9507,-124.61005,-117.04909
WA,SPOKANE,45.64336,48.9507,-124.61005,-117.04909
WA,SPOKANE VALLEY,45.64336,48.9507,-124.61005,-117.04909
WA,SUNNYSIDE,45.64336,48.9507,-124.61005,-117.04909
WA,TACOMA,45.64336,48.9507,-124.61005,-117.04909
WA,TAHOLAH,45.64336,48.9507,-124.61005,-117.04909
WA,TUKWILA,45.64336,48.9507,-124.61005,-117.04909
WA,TWISP,45.64336,48.9507,-124.61005,-117.04909
WA,VANCOUVER,45.64336,48.9507,-124.61005,-117.04909
WA,WALLA WALLA,45.64336,48.9507,-124.61005,-117.04909
WA,WELLPINIT,45.64336,48.9507,-124.61005,-117.04909
WA,WENATCHEE,45.64336,48.9507,-124.61005,-117.04909
WA,WHITE SWAN,45.64336,48.9507,-124.61005,-117.04909
WA,WINTHROP,45.64336,48.9507,-124.61005,-117.04909
WA,YACOLT,45.64336,48.9507,-124.61005,-117.04909
WA,YAKIMA,45.64336,48.9507,-124.61005,-117.04909
WI,APPLETON,42.5047,46.6144,-91.413,-87.81
WI,PLEASANT PRAIRIE,42.5047,46.6144,-91.413,-87.81
WI,BARABOO,42.5047,46.6144,-91.413,-87.81
WI,EAU CLAIRE,42.5047,46.6144,-91.413,-87.81
WI,GREEN BAY,42.5047,46.6144,-91.413,-87.81
WI,BELGIUM,42.5047,46.6144,-91.413,-87.81
WI,HORICON,42.5047,46.6144,-91.413,-87.81
WI,LA CROSSE,42.5047,46.6144,-91.413,-87.81
WI,MADISON,42.5047,46.6144,-91.413,-87.81
WI,MILWAUKEE,42.5047,46.6144,-91.413,-87.81
WI,CRANDON,42.5047,46.6144,-91.413,-87.81
WI,POTOSI,42.5047,46.6144,-91.413,-87.81
WI,BOULDER JUNCTION,42.5047,46.6144,-91.413,-87.81
WI,WAUKESHA,42.5047,46.6144,-91.413,-87.81
WV,MOUNDSVILLE,38.346256,39.9158,-81.62116,-80.7342
WY,CASPER,41.08536,44.80353,-109.8708,-104.17
WY,CHEYENNE,41.08536,44.80353,-109.8708,-104.17
WY,CODY,41.08536,44.80353,-109.8708,-104.17
WY,GREEN RIVER,41.08536,44.80353,-109.8708,-104.17
WY,CARPENTER,41.08536,44.80353,-109.8708,-104.17
WY,LARAMIE,41.08536,44.80353,-109.8708,-104.17
WY,PINEDALE,41.08536,44.80353,-109.8708,-104.17
WY,SARATOGA,41.08536,44.80353,-109.8708,-104.17
WY,SHERIDAN,41.08536,44.80353,-109.8708,-104.17
WY,LANDER,41.08536,44.80353,-109.8708,-104.17
WY,TORRINGTON,41.08536,44.80353,-109.8708,-104.17
